timestamp,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
2025-09-17 00:00:03,32.4,13.6,9697,420,5.9,41.9,13.9,33.5,958.0,900.3,959.0,5.3,5.4,4.1,705.2,36.1,31.5,55.3,25.0,140.8,220.8,222.9,1134,3.0,17084,11.5,296,64.2,0.0,100.6,313,99.9,1306,0.39,10206,84.9,156,156,72.2,40.1,2.9,0.3,62.0,4.5,0.1,7.0,1.8,96.5,168,5,249,163.4,39057,91.5,6.0,165.7
2025-09-17 00:00:15,32.2,13.6,9697,420,6.0,41.9,13.9,33.5,955.7,897.1,956.5,4.3,4.2,4.2,697.9,36.,31.5,55.3,25.0,140.8,220.8,222.9,1134,3.0,17073,11.5,296,64.2,0.0,100.6,313,99.9,1306,0.39,10206,84.9,156,156,72.2,39.6,3.5,0.3,60,5.4,0.1,7.1,1.8,96.4,168,5,249,163.4,39057,91.5,6.1,165.7
2025-09-17 00:00:27,32.0,13.5,9800,420,6.0,41.9,13.8,33.5,953.6,893.7,954.0,4.4,4.2,4.5,697.9,37.5,31.5,55.3,25.0,140.8,220.8,223.0,1134,3.0,17074,11.5,296,64.2,0.0,100.6,313,99.9,1313,0.37,10206,84.9,156,156,72.2,39.6,3.5,0.3,59.7,5.4,0.1,7.2,1.8,96.5,169,5,249,163.4,39256,91.5,5.8,165.7
2025-09-17 00:00:39,32.0,13.5,9800,420,5.9,41.9,13.8,33.5,952.0,891.4,951.6,5.4,5.3,4.7,697.9,36.8,31.5,55.3,25.0,140.8,220.6,223.0,1132,3.0,17101,11.5,296,64.2,0.0,100.6,312,99.9,1313,0.37,10206,84.9,156,156,574.2,39.6,3.5,0.3,59.7,5.4,0.1,7.2,1.8,98.6,169,5,249,163.4,39256,91.5,5.9,165.7
2025-09-17 00:00:51,31.8,13.5,9800,420,5.6,36.7,13.8,33.5,949.7,888.2,950.3,5.4,5.3,4.7,697.9,39.2,31.5,55.3,25.0,140.8,220.6,223.0,1132,3.0,17074,11.5,296,64.2,0.0,100.6,312,99.9,1313,0.37,10206,84.9,156,156,574.2,39.6,3.5,0.3,59.7,5.4,0.1,7.2,1.7,96.4,169,5,247,163.4,39256,91.5,5.9,165.7
2025-09-17 00:01:03,31.7,13.5,9800,420,5.4,36.6,13.8,33.6,947.7,886.0,947.9,5.4,5.3,4.7,697.9,38.9,31.4,55.3,25.0,140.8,220.6,223.0,1132,3.0,17043,11.5,294,64.2,0.0,100.6,312,99.9,1313,0.37,10206,84.9,156,156,574.2,39.6,3.5,0.3,60.8,5.4,0.1,7.2,1.7,97.7,169,5,247,163.5,39256,91.5,5.9,165.7
2025-09-17 00:01:15,31.5,13.5,9685,420,5.1,41.7,13.8,33.6,946.1,883.9,946.6,5.4,5.3,5.7,706.2,38.8,31.4,55.3,25.0,140.9,220.6,223.0,1132,3.0,17115,11.5,294,64.2,0.0,100.6,312,99.9,1313,0.37,10206,84.9,156,156,574.2,39.3,3.5,0.3,60.8,5.4,0.1,7.1,1.6,97.1,169,5,247,163.5,39256,91.5,5.5,165.7
2025-09-17 00:01:27,31.5,13.5,9685,420,5.0,41.7,13.7,33.6,943.9,882.9,944.1,4.4,5.3,4.7,706.2,38.3,31.4,55.3,25.0,140.9,220.6,222.9,1132,3.0,17100,11.5,294,64.2,0.0,100.6,312,99.9,1310,0.37,10206,84.9,156,156,574.2,39.3,3.5,0.3,59.3,5.4,0.1,7.1,1.3,96.2,168,5,247,163.5,39385,91.5,5.9,165.7
2025-09-17 00:01:39,31.5,13.5,9685,420,5.3,41.7,13.7,33.6,942.4,880.7,942.9,4.4,5.3,4.7,706.2,37.7,31.4,55.3,25.0,140.9,220.3,222.9,1132,3.0,17107,11.4,294,64.2,0.0,100.6,311,99.9,1310,0.38,10206,84.9,156,156,572.4,36.7,3.5,0.3,56.2,6.4,0.1,7.2,1.3,98.4,168,5,247,163.5,39385,91.5,5.8,165.7
2025-09-17 00:01:51,31.5,13.5,9691,419,54,41.7,13.7,33.6,940.7,879.7,940.3,4.4,5.3,4.7,706.2,37.6,31.4,55.3,25.0,140.9,220.3,222.9,1132,3.0,17151,11.4,294,64.2,0.0,100.6,311,99.9,1310,0.38,10206,84.9,156,156,572.4,35.4,3.5,0.3,53.8,6.4,0.1,73,1.2,98.3,168,5,246,163.5,39385,91.5,6.1,165.7
2025-09-17 00:02:03,31.5,13.5,9806,419,5.5,51.9,13.7,33.6,939.0,878.7,939.1,5.5,5.2,4.7,706.2,36.6,31.5,55.3,25.0,140.9,220.3,222.9,1132,3.0,17151,11.4,292,64.2,0.0,100.6,311,99.9,1310,0.38,10206,84.9,156,156,572.4,34.2,4.5,0.3,50.4,6.4,0.1,7.5,1.1,96.0,168,5,246,163.4,39385,91.5,5.8,165.7
2025-09-17 00:02:15,31.4,13.5,9806,419,5.7,51.9,13.7,33.6,937.3,877.6,937.8,4.5,5.2,4.7,697.0,34.8,31.5,55.3,25.0,140.9,220.3,222.9,1132,3.0,17117,11.4,292,64.2,0.0,100.6,311,99.9,1310,0.38,10206,84.9,156,156,572.4,33.1,4.5,0.3,49.3,6.4,0.1,7.5,1.3,97.1,168,5,246,163.4,39385,91.5,5.9,165.7
2025-09-17 00:02:27,31.4,13.4,9703,419,5.8,57.0,13.7,33.6,936.2,876.5,936.6,5.6,6.3,5.7,697.0,34.8,31.5,55.3,25.0,140.9,220.3,222.6,1132,3.0,17125,11.4,292,64.2,0.0,100.7,311,99.9,1304,0.39,10206,84.9,156,156,572.4,31.9,4.5,0.3,46.8,6.4,0.1,7.7,1.3,97.8,168,5,246,163.4,39156,91.5,5.7,165.7
2025-09-17 00:02:39,31.4,13.4,9703,419,5.9,57.0,13.7,33.6,935.1,875.5,935.3,4.5,4.1,3.6,697.0,32.3,31.5,55.3,25.0,140.9,220.0,222.6,1132,3.0,17118,11.4,292,64.2,0.0,100.7,311,99.9,1304,0.39,10206,84.9,156,156,71.8,31.9,4.5,0.3,46.8,7.0,0.1,7.8,1.3,96.8,168,5,246,163.4,39156,91.5,5.8,165.7
2025-09-17 00:02:51,31.4,13.4,9811,420,6.0,57.0,13.7,33.6,934.1,874.4,934.1,5.5,6.2,5.7,697.0,32.3,31.5,55.3,25.0,140.9,220.0,222.6,1132,3.0,17122,11.4,292,64.2,0.0,100.7,311,99.9,1304,0.39,10206,84.9,156,156,71.8,31.9,4.5,0.3,46.8,7.0,0.1,7.9,1.3,100.3,168,5,247,163.4,39156,91.5,5.9,165.7
